Bot Type,run_id,q,bot_pos_init,button_pos_init,fire_init,steps,result,final_frame,seed_value
Bot 4,e2fa32b6-36d5-4459-910b-6ff1ac4d8780,0.0,"(22, 16)","(36, 27)","(34, 2)",25,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e2fa32b6-36d5-4459-910b-6ff1ac4d8780.png,77395
Bot 1,8b4d561e-2b1d-4d46-909e-402a8d7b590b,0.0,"(14, 25)","(12, 38)","(9, 13)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/8b4d561e-2b1d-4d46-909e-402a8d7b590b.png,89724
Bot 2,e5a30255-cddb-4ab8-8caf-70f2cfc8e869,0.0,"(14, 25)","(12, 38)","(9, 13)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e5a30255-cddb-4ab8-8caf-70f2cfc8e869.png,89724
Bot 3,3027cceb-1a00-48c1-89ee-ffb09cbffe5e,0.0,"(14, 25)","(12, 38)","(9, 13)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/3027cceb-1a00-48c1-89ee-ffb09cbffe5e.png,89724
Bot 4,8174fb0f-e511-4cae-aebf-464b7ba59b25,0.0,"(14, 25)","(12, 38)","(9, 13)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/8174fb0f-e511-4cae-aebf-464b7ba59b25.png,89724
Bot 1,dec59532-d5e4-4856-8d91-eedacfe30f1e,0.0,"(5, 24)","(21, 29)","(25, 31)",23,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/dec59532-d5e4-4856-8d91-eedacfe30f1e.png,56090
Bot 2,0ebfefb4-42c5-4390-9058-84d6bd17d5d9,0.0,"(5, 24)","(21, 29)","(25, 31)",23,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/0ebfefb4-42c5-4390-9058-84d6bd17d5d9.png,56090
Bot 3,05c061c6-5db8-4681-af14-2d11c17ce0b0,0.0,"(5, 24)","(21, 29)","(25, 31)",23,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/05c061c6-5db8-4681-af14-2d11c17ce0b0.png,56090
Bot 4,0d1fa4ef-c67d-4b99-9e12-2e6ecc6cdb37,0.0,"(5, 24)","(21, 29)","(25, 31)",23,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/0d1fa4ef-c67d-4b99-9e12-2e6ecc6cdb37.png,56090
Bot 1,f4558fb5-f15c-4272-920c-5fef2293b17f,0.0,"(10, 32)","(37, 19)","(13, 11)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f4558fb5-f15c-4272-920c-5fef2293b17f.png,77055
Bot 2,650aead4-b5c4-4ff7-a8a6-ba5c83681b3c,0.0,"(10, 32)","(37, 19)","(13, 11)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/650aead4-b5c4-4ff7-a8a6-ba5c83681b3c.png,77055
Bot 3,3b61cdf0-cc1e-40df-9e77-c6942cf83478,0.0,"(10, 32)","(37, 19)","(13, 11)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/3b61cdf0-cc1e-40df-9e77-c6942cf83478.png,77055
Bot 4,9f0e3626-0272-402f-a2ad-bcb1472377c1,0.0,"(10, 32)","(37, 19)","(13, 11)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9f0e3626-0272-402f-a2ad-bcb1472377c1.png,77055
Bot 1,57f4d2da-ff86-4d4d-ae93-6e89adf13e62,0.0,"(35, 26)","(24, 5)","(5, 22)",42,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/57f4d2da-ff86-4d4d-ae93-6e89adf13e62.png,23137
Bot 2,774ff63d-5590-4b97-9cc8-d1a776643078,0.0,"(35, 26)","(24, 5)","(5, 22)",42,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/774ff63d-5590-4b97-9cc8-d1a776643078.png,23137
Bot 3,e1383660-b02a-46aa-8d89-829abd52fe3c,0.0,"(35, 26)","(24, 5)","(5, 22)",42,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e1383660-b02a-46aa-8d89-829abd52fe3c.png,23137
Bot 4,a55b6f3c-be6b-4e35-81b4-5dbdb0e01813,0.0,"(35, 26)","(24, 5)","(5, 22)",42,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/a55b6f3c-be6b-4e35-81b4-5dbdb0e01813.png,23137
Bot 1,82993c17-0fe4-435b-9d56-9e3ba3371083,0.0,"(18, 20)","(23, 22)","(29, 31)",7,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/82993c17-0fe4-435b-9d56-9e3ba3371083.png,12267
Bot 2,42399a4c-d11f-4916-ae4d-0824ea806268,0.0,"(18, 20)","(23, 22)","(29, 31)",7,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/42399a4c-d11f-4916-ae4d-0824ea806268.png,12267
Bot 3,0dc1d6d9-2367-43c0-897d-4b84674a4267,0.0,"(18, 20)","(23, 22)","(29, 31)",7,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/0dc1d6d9-2367-43c0-897d-4b84674a4267.png,12267
Bot 4,26a7d5b6-a355-4f06-a7eb-b5ece01f67de,0.0,"(18, 20)","(23, 22)","(29, 31)",7,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/26a7d5b6-a355-4f06-a7eb-b5ece01f67de.png,12267
Bot 1,e89c851c-ec6c-4d01-9a9c-02beaa391982,0.0,"(34, 29)","(9, 17)","(17, 38)",39,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e89c851c-ec6c-4d01-9a9c-02beaa391982.png,32528
Bot 2,60cf8fca-35ba-4a75-a598-b085f7d42516,0.0,"(34, 29)","(9, 17)","(17, 38)",39,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/60cf8fca-35ba-4a75-a598-b085f7d42516.png,32528
Bot 3,75cbbfb2-4c66-4977-87f1-a429e29a9ea9,0.0,"(34, 29)","(9, 17)","(17, 38)",39,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/75cbbfb2-4c66-4977-87f1-a429e29a9ea9.png,32528
Bot 4,63657799-ef64-4423-80db-9f9d1af680af,0.0,"(34, 29)","(9, 17)","(17, 38)",39,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/63657799-ef64-4423-80db-9f9d1af680af.png,32528
Bot 1,5a867661-67d1-4764-814e-97ec49120b45,0.0,"(13, 18)","(16, 32)","(28, 38)",25,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/5a867661-67d1-4764-814e-97ec49120b45.png,9870
Bot 2,c718cece-9d85-4686-812f-f1376a2606c8,0.0,"(13, 18)","(16, 32)","(28, 38)",25,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c718cece-9d85-4686-812f-f1376a2606c8.png,9870
Bot 3,7ac7d2f0-f0b0-49ba-8cff-68c2d376f87a,0.0,"(13, 18)","(16, 32)","(28, 38)",25,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/7ac7d2f0-f0b0-49ba-8cff-68c2d376f87a.png,9870
Bot 4,e75f284d-7703-4e7f-8153-883f0aa32b32,0.0,"(13, 18)","(16, 32)","(28, 38)",25,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e75f284d-7703-4e7f-8153-883f0aa32b32.png,9870
Bot 1,842c84bb-1bca-45a4-a066-7fdd8a53199c,0.0,"(15, 21)","(24, 12)","(28, 11)",24,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/842c84bb-1bca-45a4-a066-7fdd8a53199c.png,72425
Bot 2,50c75a87-c23a-4db0-b99f-ba13a67b7549,0.0,"(15, 21)","(24, 12)","(28, 11)",24,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/50c75a87-c23a-4db0-b99f-ba13a67b7549.png,72425
Bot 3,8cc6b39f-f531-40f4-b35c-9cd36929593f,0.0,"(15, 21)","(24, 12)","(28, 11)",24,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/8cc6b39f-f531-40f4-b35c-9cd36929593f.png,72425
Bot 4,1ab07944-0700-489e-a9d7-e9449875e154,0.0,"(15, 21)","(24, 12)","(28, 11)",24,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/1ab07944-0700-489e-a9d7-e9449875e154.png,72425
Bot 1,5f6a9c06-fecc-4885-a821-d504166c76a4,0.0,"(36, 20)","(2, 7)","(27, 36)",49,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/5f6a9c06-fecc-4885-a821-d504166c76a4.png,83652
Bot 2,bba07f53-6ec6-42cb-8cda-84c4f64e22f0,0.0,"(36, 20)","(2, 7)","(27, 36)",49,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/bba07f53-6ec6-42cb-8cda-84c4f64e22f0.png,83652
Bot 3,9b15876f-1e55-4cd5-87ca-e017ebd59ca7,0.0,"(36, 20)","(2, 7)","(27, 36)",49,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9b15876f-1e55-4cd5-87ca-e017ebd59ca7.png,83652
Bot 4,ec5d720a-4226-4530-86f1-b573468d93b9,0.0,"(36, 20)","(2, 7)","(27, 36)",49,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ec5d720a-4226-4530-86f1-b573468d93b9.png,83652
Bot 1,7d13063e-fac2-40db-a487-616ee01e1132,0.0,"(13, 31)","(4, 22)","(18, 14)",20,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/7d13063e-fac2-40db-a487-616ee01e1132.png,11413
Bot 2,f014e9d6-fbe7-4539-b5ac-c4e0b433f838,0.0,"(13, 31)","(4, 22)","(18, 14)",20,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f014e9d6-fbe7-4539-b5ac-c4e0b433f838.png,11413
Bot 3,9bd05345-4821-40d0-ba02-49497ff11be7,0.0,"(13, 31)","(4, 22)","(18, 14)",20,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9bd05345-4821-40d0-ba02-49497ff11be7.png,11413
Bot 4,225b4874-5748-4230-9327-2a26c52609e6,0.0,"(13, 31)","(4, 22)","(18, 14)",20,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/225b4874-5748-4230-9327-2a26c52609e6.png,11413
Bot 1,47554c73-abbe-4ffa-91aa-2bd57ac4c95e,0.0,"(36, 11)","(11, 17)","(24, 18)",33,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/47554c73-abbe-4ffa-91aa-2bd57ac4c95e.png,13534
Bot 2,772d7916-7d17-4d5f-a940-519f2ebd05d1,0.0,"(36, 11)","(11, 17)","(24, 18)",33,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/772d7916-7d17-4d5f-a940-519f2ebd05d1.png,13534
Bot 3,9d4d6363-fe8f-475c-a5f7-fb1a6c79f4bf,0.0,"(36, 11)","(11, 17)","(24, 18)",33,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9d4d6363-fe8f-475c-a5f7-fb1a6c79f4bf.png,13534
Bot 4,82de694a-557c-4a61-a2e9-b88d09c018ea,0.0,"(36, 11)","(11, 17)","(24, 18)",33,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/82de694a-557c-4a61-a2e9-b88d09c018ea.png,13534
Bot 1,a8c398fc-d76d-4708-98c3-4c7a60ae448c,0.0,"(8, 4)","(38, 16)","(4, 26)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/a8c398fc-d76d-4708-98c3-4c7a60ae448c.png,44927
Bot 2,afaa325e-0194-4fee-8e22-96b5d13b55a1,0.0,"(8, 4)","(38, 16)","(4, 26)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/afaa325e-0194-4fee-8e22-96b5d13b55a1.png,44927
Bot 3,a5d1044f-a50b-48d1-aaff-6c345b7714ef,0.0,"(8, 4)","(38, 16)","(4, 26)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/a5d1044f-a50b-48d1-aaff-6c345b7714ef.png,44927
Bot 4,6b571b8e-5347-4ab7-89e4-cf7566e5b572,0.0,"(8, 4)","(38, 16)","(4, 26)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/6b571b8e-5347-4ab7-89e4-cf7566e5b572.png,44927
Bot 1,e1ed7e28-4dc0-499d-a900-26c9a291b469,0.0,"(36, 23)","(8, 36)","(2, 32)",43,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e1ed7e28-4dc0-499d-a900-26c9a291b469.png,48337
Bot 2,986c36d9-4799-492b-a24a-2c1cfb551efa,0.0,"(36, 23)","(8, 36)","(2, 32)",43,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/986c36d9-4799-492b-a24a-2c1cfb551efa.png,48337
Bot 3,de815e8d-b0bb-4567-8d3e-e2c6133cbeb5,0.0,"(36, 23)","(8, 36)","(2, 32)",43,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/de815e8d-b0bb-4567-8d3e-e2c6133cbeb5.png,48337
Bot 4,36ae3fa7-fb25-48a0-a94f-e44254af52cb,0.0,"(36, 23)","(8, 36)","(2, 32)",43,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/36ae3fa7-fb25-48a0-a94f-e44254af52cb.png,48337
Bot 1,58e2f897-7244-439f-86ef-5e3b489cf781,0.0,"(1, 23)","(1, 12)","(27, 36)",21,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/58e2f897-7244-439f-86ef-5e3b489cf781.png,73221
Bot 2,357dc9c1-868b-4725-9d59-cebce0f0900a,0.0,"(1, 23)","(1, 12)","(27, 36)",21,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/357dc9c1-868b-4725-9d59-cebce0f0900a.png,73221
Bot 3,38ab6302-7fe0-424d-bec2-d3899d371b1f,0.0,"(1, 23)","(1, 12)","(27, 36)",21,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/38ab6302-7fe0-424d-bec2-d3899d371b1f.png,73221
Bot 4,2a54f51a-27b7-4f9a-91c8-8ec77aa2b544,0.0,"(1, 23)","(1, 12)","(27, 36)",21,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/2a54f51a-27b7-4f9a-91c8-8ec77aa2b544.png,73221
Bot 1,c1254197-4198-496c-ad8c-6f4986ce254e,0.0,"(18, 24)","(13, 20)","(28, 23)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c1254197-4198-496c-ad8c-6f4986ce254e.png,61803
Bot 2,9213a254-b2f5-4293-a938-166da44feb26,0.0,"(18, 24)","(13, 20)","(28, 23)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9213a254-b2f5-4293-a938-166da44feb26.png,61803
Bot 3,dd3bef1a-89a0-49db-a22b-68febc9e2ef1,0.0,"(18, 24)","(13, 20)","(28, 23)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/dd3bef1a-89a0-49db-a22b-68febc9e2ef1.png,61803
Bot 4,40cabd47-fec3-4b93-bb1d-e885c1c4b4ed,0.0,"(18, 24)","(13, 20)","(28, 23)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/40cabd47-fec3-4b93-bb1d-e885c1c4b4ed.png,61803
Bot 1,a1094244-b5d0-47ad-92db-1f034201381c,0.0,"(30, 37)","(4, 19)","(11, 29)",46,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/a1094244-b5d0-47ad-92db-1f034201381c.png,72381
Bot 2,ecaa5b13-e7b6-4c9c-a66b-c23429b2606a,0.0,"(30, 37)","(4, 19)","(11, 29)",46,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ecaa5b13-e7b6-4c9c-a66b-c23429b2606a.png,72381
Bot 3,d557b9f5-6e63-4012-b72e-c43b88e72334,0.0,"(30, 37)","(4, 19)","(11, 29)",46,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/d557b9f5-6e63-4012-b72e-c43b88e72334.png,72381
Bot 4,95c5ebda-c581-41b6-90b5-9d6017b975a9,0.0,"(30, 37)","(4, 19)","(11, 29)",46,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/95c5ebda-c581-41b6-90b5-9d6017b975a9.png,72381
Bot 1,0a50325e-2047-4eed-847d-77e686a594dc,0.0,"(27, 7)","(8, 8)","(22, 5)",36,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/0a50325e-2047-4eed-847d-77e686a594dc.png,33211
Bot 2,1c1b9544-23ed-494e-8b95-d61550fbdc53,0.0,"(27, 7)","(8, 8)","(22, 5)",36,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/1c1b9544-23ed-494e-8b95-d61550fbdc53.png,33211
Bot 3,c491232d-5ccd-4df9-9fd8-e78a10c11d21,0.0,"(27, 7)","(8, 8)","(22, 5)",36,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c491232d-5ccd-4df9-9fd8-e78a10c11d21.png,33211
Bot 4,b6ef4b60-12fe-4fe3-830f-71b518d6cf79,0.0,"(27, 7)","(8, 8)","(22, 5)",36,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b6ef4b60-12fe-4fe3-830f-71b518d6cf79.png,33211
Bot 1,c5c61da3-303a-46f0-abb5-8802a8ec1f8e,0.0,"(30, 31)","(10, 37)","(10, 25)",26,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c5c61da3-303a-46f0-abb5-8802a8ec1f8e.png,71583
Bot 2,6c257d8f-7cda-4d54-9c99-44ecef1452ab,0.0,"(30, 31)","(10, 37)","(10, 25)",26,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/6c257d8f-7cda-4d54-9c99-44ecef1452ab.png,71583
Bot 3,26984a85-3d15-416e-9833-a30612fd7efc,0.0,"(30, 31)","(10, 37)","(10, 25)",26,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/26984a85-3d15-416e-9833-a30612fd7efc.png,71583
Bot 4,23e38430-8ee3-426b-99bf-7e35ee91b43a,0.0,"(30, 31)","(10, 37)","(10, 25)",26,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/23e38430-8ee3-426b-99bf-7e35ee91b43a.png,71583
Bot 1,e64a99de-ae52-4e8b-83a3-d237b4939d2f,0.0,"(5, 2)","(26, 34)","(37, 32)",59,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e64a99de-ae52-4e8b-83a3-d237b4939d2f.png,3397
Bot 2,c27763fd-2e16-40f2-918c-f27103d18553,0.0,"(5, 2)","(26, 34)","(37, 32)",59,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c27763fd-2e16-40f2-918c-f27103d18553.png,3397
Bot 3,e887e16c-75ab-4456-b28c-ea33a616cc93,0.0,"(5, 2)","(26, 34)","(37, 32)",59,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e887e16c-75ab-4456-b28c-ea33a616cc93.png,3397
Bot 4,e15f1aae-453b-4714-80c7-cb2b24a94bc8,0.0,"(5, 2)","(26, 34)","(37, 32)",59,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e15f1aae-453b-4714-80c7-cb2b24a94bc8.png,3397
Bot 1,2415ead6-d823-44ac-ac98-81a13b484547,0.0,"(24, 25)","(8, 6)","(23, 18)",35,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/2415ead6-d823-44ac-ac98-81a13b484547.png,12340
Bot 2,41e6306b-9112-4ded-a04e-1953bbe536ca,0.0,"(24, 25)","(8, 6)","(23, 18)",35,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/41e6306b-9112-4ded-a04e-1953bbe536ca.png,12340
Bot 3,722260cf-41ab-4368-b82e-4502a794b1bb,0.0,"(24, 25)","(8, 6)","(23, 18)",35,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/722260cf-41ab-4368-b82e-4502a794b1bb.png,12340
Bot 4,3d3d063e-167e-48b5-a81e-9442c42cb9a4,0.0,"(24, 25)","(8, 6)","(23, 18)",35,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/3d3d063e-167e-48b5-a81e-9442c42cb9a4.png,12340
Bot 1,523fcf1d-b3cf-45f6-8888-8a6cb5702fc8,0.0,"(11, 37)","(4, 6)","(21, 14)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/523fcf1d-b3cf-45f6-8888-8a6cb5702fc8.png,30030
Bot 2,c2baffdb-ebfa-482b-afd8-2065219e4419,0.0,"(11, 37)","(4, 6)","(21, 14)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c2baffdb-ebfa-482b-afd8-2065219e4419.png,30030
Bot 3,2e8298e1-a003-4e2a-87b9-78b74a9b8b58,0.0,"(11, 37)","(4, 6)","(21, 14)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/2e8298e1-a003-4e2a-87b9-78b74a9b8b58.png,30030
Bot 4,bfe2b4e7-22cf-4c42-b023-a93812ac98af,0.0,"(11, 37)","(4, 6)","(21, 14)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/bfe2b4e7-22cf-4c42-b023-a93812ac98af.png,30030
Bot 1,4cb442d9-1da9-4f9e-bb7c-de9f366c502d,0.0,"(21, 36)","(20, 29)","(3, 14)",8,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/4cb442d9-1da9-4f9e-bb7c-de9f366c502d.png,88432
Bot 2,80c2fda0-5a92-4eaf-aa2e-ac6e2bda0a70,0.0,"(21, 36)","(20, 29)","(3, 14)",8,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/80c2fda0-5a92-4eaf-aa2e-ac6e2bda0a70.png,88432
Bot 3,49cc4f0b-b03b-4e68-b498-a947617493c5,0.0,"(21, 36)","(20, 29)","(3, 14)",8,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/49cc4f0b-b03b-4e68-b498-a947617493c5.png,88432
Bot 4,18f78742-d8de-4ef4-8acc-f3bcacac69b3,0.0,"(21, 36)","(20, 29)","(3, 14)",8,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/18f78742-d8de-4ef4-8acc-f3bcacac69b3.png,88432
Bot 1,9dab5375-5636-4d33-8257-691b29a6c298,0.0,"(4, 15)","(16, 38)","(31, 9)",35,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9dab5375-5636-4d33-8257-691b29a6c298.png,41069
Bot 2,d5488f21-f3d7-4ea4-a679-f10a00f1ac0d,0.0,"(4, 15)","(16, 38)","(31, 9)",35,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/d5488f21-f3d7-4ea4-a679-f10a00f1ac0d.png,41069
Bot 3,756ee9d9-44f7-4d5c-bf62-7e29ba291f9c,0.0,"(4, 15)","(16, 38)","(31, 9)",35,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/756ee9d9-44f7-4d5c-bf62-7e29ba291f9c.png,41069
Bot 4,abb4419d-4950-4f3b-a93a-40290d2b03a6,0.0,"(4, 15)","(16, 38)","(31, 9)",35,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/abb4419d-4950-4f3b-a93a-40290d2b03a6.png,41069
Bot 1,2208b566-8c67-4744-8d52-dd568cf313a5,0.0,"(5, 32)","(28, 16)","(8, 26)",41,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/2208b566-8c67-4744-8d52-dd568cf313a5.png,91644
Bot 2,e301ba40-13b0-420b-9ed0-e0e9a1c003ec,0.0,"(5, 32)","(28, 16)","(8, 26)",41,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e301ba40-13b0-420b-9ed0-e0e9a1c003ec.png,91644
